METADATA:
Experiment Seed,Probe 1 Version,Probe 2 Version,Probe 3 Version,Subject
8851518,6,13,1,subject021
Time after setup,65.82236949994694
Timepoint,Time,Is_correct,Experience Sampling Question,Experience Sampling Response,Task,Task Iteration,Participant ID,Response_Key,Auxillary Data,Assoc Task
 
Runtime Mod,-14
EXPERIMENT DATA:,Movie Task
Start Time,74.69354390003718
ESQ,234.30484729993623,,Focus_response,7.79999999999999,Movie Task,1,6,,Marker Started at 5,Movie Task-c4
ESQ,239.27458349999506,,Words_response,7.2999999999999945,Movie Task,1,6,,Marker Started at 2,Movie Task-c4
ESQ,246.36493649997283,,Past_response,4.3000000000000025,Movie Task,1,6,,Marker Started at 2,Movie Task-c4
ESQ,252.23489810002502,,Images_response,1.700000000000001,Movie Task,1,6,,Marker Started at 6,Movie Task-c4
ESQ,256.2553386000218,,Deliberate_response,3.0000000000000053,Movie Task,1,6,,Marker Started at 7,Movie Task-c4
ESQ,265.14689510001335,,Emotion_response,4.300000000000017,Movie Task,1,6,,Marker Started at 10,Movie Task-c4
ESQ,273.3025438999757,,Problem_response,6.600000000000005,Movie Task,1,6,,Marker Started at 8,Movie Task-c4
ESQ,277.4396104000043,,Other_response,3.2999999999999994,Movie Task,1,6,,Marker Started at 4,Movie Task-c4
ESQ,283.09478479996324,,Knowledge_response,7.100000000000003,Movie Task,1,6,,Marker Started at 8,Movie Task-c4
ESQ,287.34774570004083,,Self_response,7.000000000000007,Movie Task,1,6,,Marker Started at 9,Movie Task-c4
ESQ,290.5003421000438,,Intrusive_response,7.0,Movie Task,1,6,,Marker Started at 7,Movie Task-c4
ESQ,296.6217096999753,,Distracting_response,6.400000000000009,Movie Task,1,6,,Marker Started at 9,Movie Task-c4
ESQ,300.9248434000183,,Future_response,5.300000000000002,Movie Task,1,6,,Marker Started at 2,Movie Task-c4
ESQ,310.38254409993533,,Sounds_response,1.0,Movie Task,1,6,,Marker Started at 8,Movie Task-c4
ESQ,315.27062269998714,,Detailed_response,4.200000000000017,Movie Task,1,6,,Marker Started at 10,Movie Task-c4
ESQ,326.8466133000329,,Absorption_response,6.800000000000004,Movie Task,1,6,,Marker Started at 8,Movie Task-c4
EXPERIMENT DATA:,Experience Sampling Questions,,,,,,,,,
Start Time,326.86373390001245,,,,,,,,,
ESQ,484.22473779995926,,Detailed_response,2.4000000000000004,Movie Task,1,6,,Marker Started at 2,Movie Task-c4
ESQ,489.62823419994675,,Knowledge_response,2.4000000000000083,Movie Task,1,6,,Marker Started at 8,Movie Task-c4
ESQ,490.78092229994945,,Intrusive_response,10.0,Movie Task,1,6,,Marker Started at 10,Movie Task-c4
ESQ,497.584744199994,,Emotion_response,6.400000000000013,Movie Task,1,6,,Marker Started at 10,Movie Task-c4
ESQ,500.83781549998093,,Future_response,3.6000000000000014,Movie Task,1,6,,Marker Started at 2,Movie Task-c4
ESQ,502.6725350000197,,Other_response,2.0,Movie Task,1,6,,Marker Started at 2,Movie Task-c4
ESQ,506.55883580003865,,Words_response,5.600000000000012,Movie Task,1,6,,Marker Started at 9,Movie Task-c4
ESQ,509.3277615000261,,Sounds_response,4.2000000000000135,Movie Task,1,6,,Marker Started at 9,Movie Task-c4
ESQ,513.9316095999675,,Problem_response,3.0000000000000124,Movie Task,1,6,,Marker Started at 9,Movie Task-c4
ESQ,517.6012529999716,,Distracting_response,1.0,Movie Task,1,6,,Marker Started at 6,Movie Task-c4
ESQ,521.1208356999559,,Images_response,3.200000000000002,Movie Task,1,6,,Marker Started at 6,Movie Task-c4
ESQ,523.7387978000334,,Past_response,3.2000000000000126,Movie Task,1,6,,Marker Started at 9,Movie Task-c4
ESQ,525.8745681999717,,Absorption_response,1.4999999999999993,Movie Task,1,6,,Marker Started at 3,Movie Task-c4
ESQ,530.5947026000358,,Self_response,2.0000000000000044,Movie Task,1,6,,Marker Started at 7,Movie Task-c4
ESQ,533.1806726999348,,Deliberate_response,2.0,Movie Task,1,6,,Marker Started at 2,Movie Task-c4
ESQ,537.7843612999422,,Focus_response,8.599999999999987,Movie Task,1,6,,Marker Started at 4,Movie Task-c4
EXPERIMENT DATA:,Experience Sampling Questions,,,,,,,,,
Start Time,537.8015811999794,,,,,,,,,
ESQ,671.5930714999558,,Problem_response,2.5000000000000084,Movie Task,1,6,,Marker Started at 8,Movie Task-c4
ESQ,674.0119096999988,,Other_response,1.7999999999999985,Movie Task,1,6,,Marker Started at 4,Movie Task-c4
